asset_id,asset_type,data_title,data_asset_focus_area,data_asset_type,data_asset_target,data_asset_tags,data_asset_indication,data_asset_description,data_asset_phases,indication,region,phase_status_class,phase_status_label
abbv-711,pharmaceutical,ABBV-711,Oncology,Small Molecule,N / A,"Small Molecule,Pharmaceutical,Oncology,N / A",Solid Tumors,ABBV-711 is being investigated in advanced squamous solid tumors including squamous non-small cell lung cancer (NSCLC) and head and neck squamous cell carcinoma (HNSCC).,Phase 1,Solid Tumors,N / A,phase1,phase1
abbv-901,pharmaceutical,ABBV-901,Oncology,Biologic,N / A,"Biologic,Pharmaceutical,Oncology,N / A",Ovarian Cancer,ABBV-901 is an antibody-drug conjugate (ADC) being investigated in ovarian cancer.,Phase 1,Ovarian Cancer,N / A,phase1,phase1
abbv-969,pharmaceutical,ABBV-969,Oncology,Biologic,"PSMA,STEAP1","Biologic,Pharmaceutical,Oncology,PSMA,STEAP1",mCRPC,"ABBV-969 is an antibody-drug conjugate (ADC) targeting Prostate-Specific Membrane Antigen (PSMA) and six transmembrane epithelial antigen of the prostate 1 (STEAP1), with a topoisomerase 1 inhibitor (Top1i) payload being investigated to treat metastatic castration-resistant prostate cancer (mCRPC).",Phase 1,mCRPC,N / A,phase1,phase1
elahere,pharmaceutical,ELAHERE,Oncology,Biologic,FR-alpha,"Biologic,FR-alpha,Pharmaceutical,Oncology","Platinum-Resistant Ovarian Cancer,Platinum-Sensitive Ovarian Cancer",Elahere (mirvetuximab soravtansine) is a folate receptor alpha-targeting antibody drug conjugate (ADC) with a maytansinoid payload DM4 in platinum resistant and sensitive ovarian cancer.,"Approved,Phase 3",Platinum-Resistant Ovarian Cancer,N / A,approved,approved
elahere,pharmaceutical,ELAHERE,Oncology,Biologic,FR-alpha,"Biologic,FR-alpha,Pharmaceutical,Oncology","Platinum-Resistant Ovarian Cancer,Platinum-Sensitive Ovarian Cancer",Elahere (mirvetuximab soravtansine) is a folate receptor alpha-targeting antibody drug conjugate (ADC) with a maytansinoid payload DM4 in platinum resistant and sensitive ovarian cancer.,"Approved,Phase 3",Platinum-Sensitive Ovarian Cancer,N / A,phase3,phase3
emrelis,pharmaceutical,EMRELIS,Oncology,Biologic,c-Met,"Biologic,c-Met,Pharmaceutical,Oncology",Non-Small Cell Lung Cancer,Emrelis (Teliso-V (telisotuzumab vedotin)) (ABBV-399) is an antibody drug conjugate (ADC) targeting cMet with a monomethyl auristatin E (MMAE) payload that is approved to treat non-small cell lung cancer (NSCLC).,Approved,Non-Small Cell Lung Cancer,US,approved,approved
epkinly,pharmaceutical,EPKINLY,Oncology,Biologic,"CD3, CD20","Biologic,Pharmaceutical,Oncology,CD3, CD20","Richter's Syndrome,Relapsed / Refractory Diffuse Large B-cell Lymphoma,B-cell Non-Hodgkin lymphoma,Relapsed / Refractory Follicular Lymphoma,Relapsed / Refractory Chronic Lymphocytic Leukemia,First Line Follicular Lymphoma,First Line Diffuse Large B-cell Lymphoma","Epkinly (US), Tepkinly (EU) (epcoritamab) (Gen3013; DuoBody®-CD3xCD20) is a bispecific antibody created using Genmab's proprietary DuoBody® technology. It is designed to target CD3, which is expressed on T cells, and CD20 which is expressed on a majority of B cell malignancies. AbbVie and Genmab participate in the joint development and commercialization of Epcoritamab.","Approved,Phase 3,Phase 2",Relapsed / Refractory Diffuse Large B-cell Lymphoma,"US , EU",approved,approved
epkinly,pharmaceutical,EPKINLY,Oncology,Biologic,"CD3, CD20","Biologic,Pharmaceutical,Oncology,CD3, CD20","Richter's Syndrome,Relapsed / Refractory Diffuse Large B-cell Lymphoma,B-cell Non-Hodgkin lymphoma,Relapsed / Refractory Follicular Lymphoma,Relapsed / Refractory Chronic Lymphocytic Leukemia,First Line Follicular Lymphoma,First Line Diffuse Large B-cell Lymphoma","Epkinly (US), Tepkinly (EU) (epcoritamab) (Gen3013; DuoBody®-CD3xCD20) is a bispecific antibody created using Genmab's proprietary DuoBody® technology. It is designed to target CD3, which is expressed on T cells, and CD20 which is expressed on a majority of B cell malignancies. AbbVie and Genmab participate in the joint development and commercialization of Epcoritamab.","Approved,Phase 3,Phase 2",Relapsed / Refractory Follicular Lymphoma,N / A,approved,approved
epkinly,pharmaceutical,EPKINLY,Oncology,Biologic,"CD3, CD20","Biologic,Pharmaceutical,Oncology,CD3, CD20","Richter's Syndrome,Relapsed / Refractory Diffuse Large B-cell Lymphoma,B-cell Non-Hodgkin lymphoma,Relapsed / Refractory Follicular Lymphoma,Relapsed / Refractory Chronic Lymphocytic Leukemia,First Line Follicular Lymphoma,First Line Diffuse Large B-cell Lymphoma","Epkinly (US), Tepkinly (EU) (epcoritamab) (Gen3013; DuoBody®-CD3xCD20) is a bispecific antibody created using Genmab's proprietary DuoBody® technology. It is designed to target CD3, which is expressed on T cells, and CD20 which is expressed on a majority of B cell malignancies. AbbVie and Genmab participate in the joint development and commercialization of Epcoritamab.","Approved,Phase 3,Phase 2",Relapsed / Refractory Chronic Lymphocytic Leukemia,N / A,phase2,phase2
epkinly,pharmaceutical,EPKINLY,Oncology,Biologic,"CD3, CD20","Biologic,Pharmaceutical,Oncology,CD3, CD20","Richter's Syndrome,Relapsed / Refractory Diffuse Large B-cell Lymphoma,B-cell Non-Hodgkin lymphoma,Relapsed / Refractory Follicular Lymphoma,Relapsed / Refractory Chronic Lymphocytic Leukemia,First Line Follicular Lymphoma,First Line Diffuse Large B-cell Lymphoma","Epkinly (US), Tepkinly (EU) (epcoritamab) (Gen3013; DuoBody®-CD3xCD20) is a bispecific antibody created using Genmab's proprietary DuoBody® technology. It is designed to target CD3, which is expressed on T cells, and CD20 which is expressed on a majority of B cell malignancies. AbbVie and Genmab participate in the joint development and commercialization of Epcoritamab.","Approved,Phase 3,Phase 2",First Line Follicular Lymphoma,N / A,phase3,phase3
epkinly,pharmaceutical,EPKINLY,Oncology,Biologic,"CD3, CD20","Biologic,Pharmaceutical,Oncology,CD3, CD20","Richter's Syndrome,Relapsed / Refractory Diffuse Large B-cell Lymphoma,B-cell Non-Hodgkin lymphoma,Relapsed / Refractory Follicular Lymphoma,Relapsed / Refractory Chronic Lymphocytic Leukemia,First Line Follicular Lymphoma,First Line Diffuse Large B-cell Lymphoma","Epkinly (US), Tepkinly (EU) (epcoritamab) (Gen3013; DuoBody®-CD3xCD20) is a bispecific antibody created using Genmab's proprietary DuoBody® technology. It is designed to target CD3, which is expressed on T cells, and CD20 which is expressed on a majority of B cell malignancies. AbbVie and Genmab participate in the joint development and commercialization of Epcoritamab.","Approved,Phase 3,Phase 2",First Line Diffuse Large B-cell Lymphoma,N / A,phase3,phase3
epkinly,pharmaceutical,EPKINLY,Oncology,Biologic,"CD3, CD20","Biologic,Pharmaceutical,Oncology,CD3, CD20","Richter's Syndrome,Relapsed / Refractory Diffuse Large B-cell Lymphoma,B-cell Non-Hodgkin lymphoma,Relapsed / Refractory Follicular Lymphoma,Relapsed / Refractory Chronic Lymphocytic Leukemia,First Line Follicular Lymphoma,First Line Diffuse Large B-cell Lymphoma","Epkinly (US), Tepkinly (EU) (epcoritamab) (Gen3013; DuoBody®-CD3xCD20) is a bispecific antibody created using Genmab's proprietary DuoBody® technology. It is designed to target CD3, which is expressed on T cells, and CD20 which is expressed on a majority of B cell malignancies. AbbVie and Genmab participate in the joint development and commercialization of Epcoritamab.","Approved,Phase 3,Phase 2",B-cell Non-Hodgkin lymphoma,N / A,phase2,phase2
epkinly,pharmaceutical,EPKINLY,Oncology,Biologic,"CD3, CD20","Biologic,Pharmaceutical,Oncology,CD3, CD20","Richter's Syndrome,Relapsed / Refractory Diffuse Large B-cell Lymphoma,B-cell Non-Hodgkin lymphoma,Relapsed / Refractory Follicular Lymphoma,Relapsed / Refractory Chronic Lymphocytic Leukemia,First Line Follicular Lymphoma,First Line Diffuse Large B-cell Lymphoma","Epkinly (US), Tepkinly (EU) (epcoritamab) (Gen3013; DuoBody®-CD3xCD20) is a bispecific antibody created using Genmab's proprietary DuoBody® technology. It is designed to target CD3, which is expressed on T cells, and CD20 which is expressed on a majority of B cell malignancies. AbbVie and Genmab participate in the joint development and commercialization of Epcoritamab.","Approved,Phase 3,Phase 2",Richter's Syndrome,N / A,phase2,phase2
etentamig_(abbv-383),pharmaceutical,Etentamig (ABBV-383),Oncology,Biologic,"CD3, BCMA","CD3, BCMA,Biologic,Pharmaceutical,Oncology","Immunoglobulin Light Chain (AL) Amyloidosis,Relapsed / Refractory Multiple Myeloma (MM)",Etentamig (ABBV-383) is a BCMA x CD3 T-cell engaging bispecific antibody being studied in relapsed or refractory multiple myeloma and amyloidosis.,"Phase 3,Phase 2",Relapsed / Refractory Multiple Myeloma (MM),N / A,phase3,phase3
etentamig_(abbv-383),pharmaceutical,Etentamig (ABBV-383),Oncology,Biologic,"CD3, BCMA","CD3, BCMA,Biologic,Pharmaceutical,Oncology","Immunoglobulin Light Chain (AL) Amyloidosis,Relapsed / Refractory Multiple Myeloma (MM)",Etentamig (ABBV-383) is a BCMA x CD3 T-cell engaging bispecific antibody being studied in relapsed or refractory multiple myeloma and amyloidosis.,"Phase 3,Phase 2",Immunoglobulin Light Chain (AL) Amyloidosis,N / A,phase2,phase2
imgn151,pharmaceutical,IMGN151,Oncology,Biologic,FR-alpha,"Biologic,FR-alpha,Pharmaceutical,Oncology",Gynecologic Cancers,IMGN151 is a folate receptor alpha-targeting biparatropic antibody drug conjugate (ADC) with a maytansinoid derivative DM21 payload being investigated in gynecologic cancers.,Phase 2,Gynecologic Cancers,N / A,phase2,phase2
livmoniplimab_(abbv-151),pharmaceutical,Livmoniplimab (ABBV-151),Oncology,Biologic,GARP-TGF-β1,"Biologic,GARP-TGF-β1,Pharmaceutical,Oncology","Non-Small Cell Lung Cancer,Solid Tumors,Hepatocellular Carcinoma",Livmoniplimab (ABBV-151) is an anti-GARP-TGF-β1 monoclonal antibody being investigated as an immunotherapy for the treatment of certain solid tumors.,Phase 2,Hepatocellular Carcinoma,N / A,phase2,phase2
livmoniplimab_(abbv-151),pharmaceutical,Livmoniplimab (ABBV-151),Oncology,Biologic,GARP-TGF-β1,"Biologic,GARP-TGF-β1,Pharmaceutical,Oncology","Non-Small Cell Lung Cancer,Solid Tumors,Hepatocellular Carcinoma",Livmoniplimab (ABBV-151) is an anti-GARP-TGF-β1 monoclonal antibody being investigated as an immunotherapy for the treatment of certain solid tumors.,Phase 2,Solid Tumors,N / A,phase2,phase2
livmoniplimab_(abbv-151),pharmaceutical,Livmoniplimab (ABBV-151),Oncology,Biologic,GARP-TGF-β1,"Biologic,GARP-TGF-β1,Pharmaceutical,Oncology","Non-Small Cell Lung Cancer,Solid Tumors,Hepatocellular Carcinoma",Livmoniplimab (ABBV-151) is an anti-GARP-TGF-β1 monoclonal antibody being investigated as an immunotherapy for the treatment of certain solid tumors.,Phase 2,Non-Small Cell Lung Cancer,N / A,phase2,phase2
pivekimab_sunirine_(pvek),pharmaceutical,Pivekimab Sunirine (PVEK),Oncology,Biologic,CD123,"CD123,Biologic,Pharmaceutical,Oncology","Acute Myeloid Leukemia,BPDCN",Pivekimab is a CD123-targeting antibody drug conjugate (ADC) with a indolinobenzodiazepine DNA-targeting payload being investigated in BPDCN and AML.,"Submitted,Phase 2",BPDCN,N / A,submitted,submitted
pivekimab_sunirine_(pvek),pharmaceutical,Pivekimab Sunirine (PVEK),Oncology,Biologic,CD123,"CD123,Biologic,Pharmaceutical,Oncology","Acute Myeloid Leukemia,BPDCN",Pivekimab is a CD123-targeting antibody drug conjugate (ADC) with a indolinobenzodiazepine DNA-targeting payload being investigated in BPDCN and AML.,"Submitted,Phase 2",Acute Myeloid Leukemia,N / A,phase2,phase2
surzetoclax_(abbv-453),pharmaceutical,Surzetoclax (ABBV-453),Oncology,Small Molecule,BCL-2,"BCL-2,Small Molecule,Pharmaceutical,Oncology",Relapsed / Refractory Multiple Myeloma,ABBV-453 is an oral B-cell lymphoma 2 (BCL-2) inhibitor being investigated in relapsed or refractory (R/R) multiple myeloma (MM).,Phase 1,Relapsed / Refractory Multiple Myeloma,N / A,phase1,phase1
temab-a_(abbv-400),pharmaceutical,Temab-A (ABBV-400),Oncology,Biologic,c-Met,"Biologic,c-Met,Pharmaceutical,Oncology","Non-Small Cell Lung Cancer,Colorectal Cancer,Gastroesophageal adenocarcinoma,Solid Tumors","Temab-A (telisotuzumab adizutecan) (ABBV-400) is an antibody drug conjugate (ADC) targeting cMet with a topoisomerase 1 inhibitor (Top1i) payload that is being investigated to treat non-small cell lung cancer (NSCLC), colorectal cancer (CRC) and gastroesophageal adenocarcinoma (GEA).","Phase 3,Phase 2",Colorectal Cancer,N / A,phase3,phase3
temab-a_(abbv-400),pharmaceutical,Temab-A (ABBV-400),Oncology,Biologic,c-Met,"Biologic,c-Met,Pharmaceutical,Oncology","Non-Small Cell Lung Cancer,Colorectal Cancer,Gastroesophageal adenocarcinoma,Solid Tumors","Temab-A (telisotuzumab adizutecan) (ABBV-400) is an antibody drug conjugate (ADC) targeting cMet with a topoisomerase 1 inhibitor (Top1i) payload that is being investigated to treat non-small cell lung cancer (NSCLC), colorectal cancer (CRC) and gastroesophageal adenocarcinoma (GEA).","Phase 3,Phase 2",Solid Tumors,N / A,phase2,phase2
temab-a_(abbv-400),pharmaceutical,Temab-A (ABBV-400),Oncology,Biologic,c-Met,"Biologic,c-Met,Pharmaceutical,Oncology","Non-Small Cell Lung Cancer,Colorectal Cancer,Gastroesophageal adenocarcinoma,Solid Tumors","Temab-A (telisotuzumab adizutecan) (ABBV-400) is an antibody drug conjugate (ADC) targeting cMet with a topoisomerase 1 inhibitor (Top1i) payload that is being investigated to treat non-small cell lung cancer (NSCLC), colorectal cancer (CRC) and gastroesophageal adenocarcinoma (GEA).","Phase 3,Phase 2",Gastroesophageal adenocarcinoma,N / A,phase2,phase2
temab-a_(abbv-400),pharmaceutical,Temab-A (ABBV-400),Oncology,Biologic,c-Met,"Biologic,c-Met,Pharmaceutical,Oncology","Non-Small Cell Lung Cancer,Colorectal Cancer,Gastroesophageal adenocarcinoma,Solid Tumors","Temab-A (telisotuzumab adizutecan) (ABBV-400) is an antibody drug conjugate (ADC) targeting cMet with a topoisomerase 1 inhibitor (Top1i) payload that is being investigated to treat non-small cell lung cancer (NSCLC), colorectal cancer (CRC) and gastroesophageal adenocarcinoma (GEA).","Phase 3,Phase 2",Non-Small Cell Lung Cancer,N / A,phase2,phase2
abbv-6628,pharmaceutical,ABBV-6628,Eye Care,Biologic,C5,"C5,Biologic,Pharmaceutical,Eye Care",Geographic Atrophy,ABBV-6628 is an investigational monoclonal antibody fragment being developed for the treatment of geographic atrophy (GA) secondary to (AMD) age-related macular degeneration.,Phase 1,Geographic Atrophy,N / A,phase1,phase1
agn-193408,pharmaceutical,AGN-193408,Eye Care,N / A,PGF2 alpha receptor,"Device,N / A,Eye Care,PGF2 alpha receptor","Ocular Hypertension,Open Angle Glaucoma","AGN-193408, a novel analogue of prostaglandin that increases the outflow of aqueous fluid from the eye and lowers intraocular pressure (IOP), is being investigated for the treatment of open angle glaucoma (OAG) and occular hypertension (OHT).",Phase 2,Open Angle Glaucoma,N / A,phase2,phase2
agn-193408,pharmaceutical,AGN-193408,Eye Care,N / A,PGF2 alpha receptor,"Device,N / A,Eye Care,PGF2 alpha receptor","Ocular Hypertension,Open Angle Glaucoma","AGN-193408, a novel analogue of prostaglandin that increases the outflow of aqueous fluid from the eye and lowers intraocular pressure (IOP), is being investigated for the treatment of open angle glaucoma (OAG) and occular hypertension (OHT).",Phase 2,Ocular Hypertension,N / A,phase2,phase2
surabgene_lomparvovec_(abbv-rgx-314),pharmaceutical,Surabgene Lomparvovec (ABBV-RGX-314),Eye Care,Gene Therapy,VEGF,"Gene Therapy,Pharmaceutical,Eye Care,VEGF","wet AMD (suprachoroidal),wet AMD (subretinal),Diabetic Retinopathy (suprachoroidal)","Surabgene Lomparvovec (ABBV-RGX-314) is a potential one-time gene therapy being investigated for the treatment of wet age-related macular degeneration (wet AMD), diabetic retinopathy (DR) and other chronic retinal diseases. ABBV-RGX-314 is being co-developed by REGENEXBIO and AbbVie.","Phase 3,Phase 2",wet AMD (subretinal),N / A,phase3,phase3
surabgene_lomparvovec_(abbv-rgx-314),pharmaceutical,Surabgene Lomparvovec (ABBV-RGX-314),Eye Care,Gene Therapy,VEGF,"Gene Therapy,Pharmaceutical,Eye Care,VEGF","wet AMD (suprachoroidal),wet AMD (subretinal),Diabetic Retinopathy (suprachoroidal)","Surabgene Lomparvovec (ABBV-RGX-314) is a potential one-time gene therapy being investigated for the treatment of wet age-related macular degeneration (wet AMD), diabetic retinopathy (DR) and other chronic retinal diseases. ABBV-RGX-314 is being co-developed by REGENEXBIO and AbbVie.","Phase 3,Phase 2",wet AMD (suprachoroidal),N / A,phase2,phase2
surabgene_lomparvovec_(abbv-rgx-314),pharmaceutical,Surabgene Lomparvovec (ABBV-RGX-314),Eye Care,Gene Therapy,VEGF,"Gene Therapy,Pharmaceutical,Eye Care,VEGF","wet AMD (suprachoroidal),wet AMD (subretinal),Diabetic Retinopathy (suprachoroidal)","Surabgene Lomparvovec (ABBV-RGX-314) is a potential one-time gene therapy being investigated for the treatment of wet age-related macular degeneration (wet AMD), diabetic retinopathy (DR) and other chronic retinal diseases. ABBV-RGX-314 is being co-developed by REGENEXBIO and AbbVie.","Phase 3,Phase 2",Diabetic Retinopathy (suprachoroidal),N / A,phase2,phase2
botox,pharmaceutical,BOTOX,Aesthetics,Large Molecule,SNARE Proteins,"Large Molecule,Pharmaceutical,SNARE Proteins,Aesthetics","Masseter Prominence,Platysma Prominence,Forehead Lines",BOTOX® is a neurotoxin being investigated for treatment of multiple conditions.,"Approved,Phase 3",Platysma Prominence,US,approved,approved
botox,pharmaceutical,BOTOX,Aesthetics,Large Molecule,SNARE Proteins,"Large Molecule,Pharmaceutical,SNARE Proteins,Aesthetics","Masseter Prominence,Platysma Prominence,Forehead Lines",BOTOX® is a neurotoxin being investigated for treatment of multiple conditions.,"Approved,Phase 3",Masseter Prominence,CN,approved,approved
botox,pharmaceutical,BOTOX,Aesthetics,Large Molecule,SNARE Proteins,"Large Molecule,Pharmaceutical,SNARE Proteins,Aesthetics","Masseter Prominence,Platysma Prominence,Forehead Lines",BOTOX® is a neurotoxin being investigated for treatment of multiple conditions.,"Approved,Phase 3",Forehead Lines,CN,approved,approved
harmonyca,device,HArmonyCa,Aesthetics,N / A,Skin Deformities,"N / A,Device,Skin Deformities,Aesthetics",Mid-Face Volume,"HArmonyCa™ is a dual-action hybrid injectable, with Calcium Hydroxyapatite and cross-linked Hyaluronic Acid, being investigated to restore mid facial volume.","Approved,Confirmation",Mid-Face Volume,N A,confirmation,confirmation
juvederm_volbella_xc,device,JUVEDERM VOLBELLA XC,Aesthetics,N / A,Infraorbital Hollowing,"N / A,Device,Aesthetics,Infraorbital Hollowing",Infraorbital Hollowing,"JUVEDERM® VOLBELLA® XC is a cross-linked, injectable hyaluronic acid filler being investigated for use in infraorbital hollowing.",Approved,Infraorbital Hollowing,US,approved,approved
juvederm_volite_xc,device,JUVEDERM VOLITE XC,Aesthetics,N / A,Skin Deformities,"N / A,Device,Skin Deformities,Aesthetics","Fine Line Reduction,Neck Line Reduction","JUVEDERM® VOLITE® XC is a cross-linked, injectable hyaluronic acid filler being investigated to treat fine lines and skin quality attributes.","Approved,Confirmation",Fine Line Reduction,"US , EU , JA",approved,approved
juvederm_volite_xc,device,JUVEDERM VOLITE XC,Aesthetics,N / A,Skin Deformities,"N / A,Device,Skin Deformities,Aesthetics","Fine Line Reduction,Neck Line Reduction","JUVEDERM® VOLITE® XC is a cross-linked, injectable hyaluronic acid filler being investigated to treat fine lines and skin quality attributes.","Approved,Confirmation",Neck Line Reduction,N A,confirmation,confirmation
juvederm_voluma_xc,device,JUVEDERM VOLUMA XC,Aesthetics,N / A,Age-Related Volume Loss,"N / A,Device,Aesthetics,Age-Related Volume Loss",Temple Augmentation,"JUVEDERM® VOLUMA® XC is a cross-linked, injectable hyaluronic acid filler being investigated for use in temple augmentation.",Approved,Temple Augmentation,US,approved,approved
next_generation_collagen_filler,device,Next Generation Collagen Filler,Aesthetics,N / A,Facial Contouring,"N / A,Device,Facial Contouring,Aesthetics",Facial Volume,Next Generation Collagen Filler is a dermal filler using recombinant human collagen technology under investigation to improve mid-face volume.,Confirmation,Facial Volume,N A,confirmation,confirmation
trenibote,pharmaceutical,TrenibotE,Aesthetics,Large Molecule,SNARE Proteins,"Large Molecule,Pharmaceutical,SNARE Proteins,Aesthetics",Glabellar Lines,TrenibotE (trenibotulinumtoxinE) is being investigated for treatment of glabellar lines.,Submitted,Glabellar Lines,N / A,submitted,submitted
tropoelastin,device,Tropoelastin,Aesthetics,Facial Aesthetics,Skin Deformities,"Facial Aesthetics,Device,Skin Deformities,Aesthetics",Atrophic Scars,Tropoelastin is an injectable gel comprised of a cross-linked tropoelastin matrix under investigation for the correction of atrophic scars.,Confirmation,Atrophic Scars,N A,confirmation,confirmation
abbv-295,pharmaceutical,ABBV-295,Other Specialties,Large Molecule,Long-Acting Amylin Analog,"Long-Acting Amylin Analog,Large Molecule,Pharmaceutical,Other Specialties",Obesity,ABBV-295 is a long-acting amylin analog being investigated for the treatment of obesity.,Phase 1,Obesity,N / A,phase1,phase1
armour_thyroid,pharmaceutical,Armour Thyroid,Other Specialties,Biologic,T3T4,"Biologic,Pharmaceutical,T3T4,Other Specialties",Hypothyroidism,Armour Thyroid being investigated for treatment of hypothyroidism.,Phase 3,Hypothyroidism,N / A,phase3,phase3
